"Title","Address","Decision","Decision Date"
"Suitland Road Exxon","6500  Suitland Road, Suitland, MD 20746","Term Disqualification","05/22/2018"
"Super 5 Star LLC","4275 Highway 1941, Hampton, GA 30228","Denial","05/12/2018"
"Union 1 Deli Corp.","1734 Amsterdam Ave., New York, NY 10031","Permanent Disqualification","05/23/2018"
"Valdez Grocery","3500 N. Sixth St., Philadelphia, PA 19140","Permanent Disqualification","05/08/2018"
"Varnell Market","2427 Highway 2, Cohutta, GA 30710","Denial","05/15/2018"
"Vista Express #0001","2002 Buena Vista St., San Antonio, TX 78207","Denial","05/07/2018"
"West 7th Texaco Hop In","2611 W. Seventh St.,     Suite 20, Hattiesburg, MS 39401","Denial","05/08/2018"
"Wills Jr Market","1060 E. Hyde Park Blvd., Inglewood, CA 90302","Permanent Disqualification","05/17/2018"
"Yeshi Mart Inc.","3902  E. Ponce de Leon Ave., Clarkston, GA 30021","Permanent Disqualification","05/10/2018"
"Yoders Gift Shop","14342 Route 36, Punxsutawney, PA 15767","Civil Money Penalty","05/18/2018"
"Zane Mart","6300 Zane Ave. N, Minneapolis, MN 55429","Civil Money Penalty","05/04/2018"
"Zara Inc.","1020 N. Council Road, Oklahoma City, OK 73127","Denial","05/31/2018"
"Zayden 1 Stop","346 S. Pulaski Road, Chicago, IL 60624","Permanent Disqualification","05/07/2018"
"2 Ray’s Mart LLC","3820 Stonewall Tell Road, Atlanta, GA 30349","Denial","06/19/2018"
"17B Quick Stop","1322 Route 17B, White Lake, NY 12786","Term Disqualification","06/11/2018"
"37th Ave Grocery Deli Inc.","9001 37th Ave., Jackson Heights, NY 11372","Permanent Disqualification","06/13/2018"
"60 Mart","3109 Williamsburg Road, Henrico, VA 23231","Withdrawal","06/12/2018"
"87 St. Deli Inc. I","562 Amsterdam Ave., New York, NY 10024","Permanent Disqualification","06/21/2018"
"A&A Quick Stop","702 S. Chataignier St., Ville Platte, LA 70586","Permanent Disqualification","06/04/2018"
"A&L Food Store","2227 S. Brazos St., San Antonio, TX 78204","Withdrawal","06/27/2018"
"ABC Beer & Liquor Depot II","1819 N. 12th St., Milwaukee, WI 53205","Permanent Disqualification","06/15/2018"
"Aco Food Corp.","1018  Belmont Ave., Brooklyn, NY 11208","Term Disqualification","06/04/2018"
"Alex Market II Inc.","1985-A  Columbus Ave., Roxbury, MA 02119","Permanent Disqualification","06/06/2018"
"AM & PM Grocery Inc.","6223 Fort Hamilton Parkway, Brooklyn, NY 11219","Permanent Disqualification","06/19/2018"
"Arbuckle Marathon","3390 State Road 17 N, Sebring, FL 33870","Denial","06/11/2018"
"Asian Star","751-A Union St., West Springfield, MA 01089","Permanent Disqualification","06/05/2018"
"Astoria Downtown Market","1020 Commercial St.,     Suite A, Astoria, OR 97103","Denial","06/20/2018"
"Bam African Market","1015 S. Ballenger Highway, Flint, MI 48532","Permanent Disqualification","06/27/2018"
"Bellshoals Citgo","3501 Bell Shoals Road, Valrico, FL 33596","Withdrawal","06/14/2018"
"Bessemer Tobacco & Grocery","3110 E. Bessemer Ave., Greensboro, NC 27405","Denial","06/11/2018"
"BLVD Food Corp.","1917 Southern Blvd., Bronx, NY 10460","Term Disqualification","06/20/2018"
"BNM Food Mart","1154 N. Galloway Road, Lakeland, FL 33810","Withdrawal","06/14/2018"
"BP McIntosh","12901 E. US Highway 92, Dover, FL 33527","Withdrawal","06/27/2018"
"Bradenton BP","5942 14th St. W, Bradenton, FL 34207","Withdrawal","06/22/2018"
"Broadview Seafood dba Don Don Inc.","1468 N. Broad St., New Orleans, LA 70119","Withdrawal","06/15/2018"
"Bucky's Express #440","101 Pyott Road, Lake In The Hills, IL 60156","Withdrawal","06/21/2018"
"Calkins Point Market","3458 Calkins Road, Flint, MI 48532","Withdrawal","06/11/2018"
"Caribean Market Store & Takeout Restaurant #1","11768 Hastings Bridge Road, Hampton, GA 30228","Permanent Disqualification","06/13/2018"
"Carpenter's Food Store","916 Railroad St., Johnstown, PA 15901","Term Disqualification","06/14/2018"
"7-Twelve Food Mart","10225 SE 256th St., Kent, WA 98030","Permanent Disqualification","06/11/2018"
"Certified Oil #489","856 Frank Road, Columbus, OH 43223","Denial","06/29/2018"
"Charles Street Deli Convenience","385 Passaic Ave., Lodi, NJ 07644","Permanent Disqualification","06/21/2018"
"Charter Point","308 E. Sabine St., Carthage, TX 75633","Withdrawal","06/12/2018"
"Chevron Gas Station dba Exxon","4890 22nd Ave. S, Saint Petersburg, FL 33711","Withdrawal","06/28/2018"
"Chevron Handi Plus #63","3821 Red Bluff Road, Pasadena, TX 77503","Term Disqualification","06/25/2018"
"Circle G Food & Fuel","1155 N. Grove Ave., Ontario, CA 91764","Withdrawal","06/04/2018"
"CK's Quick N Save","327 N. Shiawassee St., Corunna, MI 48817","Withdrawal","06/20/2018"
"Clare Shop N Go","718 N. McEwan St., Clare, MI 48617","Term Disqualification","06/26/2018"
"Convenient Store","201 W. Ninth St., Wilmington, DE 19801","Term Disqualification","06/11/2018"
"Corner Food Mart","243 College Ave., Elberton, GA 30635","Denial","06/29/2018"
"Crab King II","2857 Tobacco Road C, Hephzibah, GA 30815","Withdrawal","06/26/2018"
"D&S Market 2","478 Kempton St., New Bedford, MA 02740","Permanent Disqualification","06/28/2018"
"Deli Five Stars","265 Central Ave., Jersey City, NJ 07307","Permanent Disqualification","06/01/2018"
"Dixie Mobil Mart Inc.","16817 Dixie Highway, Davisburg, MI 48350","Withdrawal","06/12/2018"
"EZ Stop","379 Broad St., Brooksville, FL 34604","Denial","06/22/2018"
"East End Exxon & Discount Tobacco","200 E. Main St., Ville Platte, LA 70586","Permanent Disqualification","06/26/2018"
"Echo Avenue HP Inc.","280 Echo Ave., Sound Beach, NY 11789","Term Disqualification","06/04/2018"
"Edgr Grocery Corp.","18 Mount Vernon Ave., Mount Vernon, NY 10550","Term Disqualification","06/26/2018"
"El Conuquito Food Inc.","2218 N. Howard St., Philadelphia, PA 19133","Denial","06/20/2018"
"El Moral","6706 16th St., Berwyn, IL 60402","Permanent Disqualification","06/06/2018"
"El Puchi II Inc.","160 W. Lippincott St., Philadelphia, PA 19133","Permanent Disqualification","06/06/2018"
"Emanuel Petroleum Inc.","3400 22nd Ave. S, Saint Petersburg, FL 33711","Denial","06/13/2018"
"Europe Bar & Deli LLC","679 Filer Ave., Twin Falls, ID 83301","Withdrawal","06/15/2018"
"Evergreen Super Stop","13372 Richmond Highway, Appomattox, VA 24522","Denial","06/11/2018"
"Family Cigarette & Grocery Store #1","1608 E. Colfax Ave., Denver, CO 80218","Permanent Disqualification","06/08/2018"
"Fast & Easy dba Corner Stop","235 Lanier Drive, Statesboro, GA 30458","Term Disqualification","06/11/2018"
"Fast Trax","12125 S. Highway 25 W, Williamsburg, KY 40769","Withdrawal","06/22/2018"
"Garden Gourmet Corp.","2019 First Ave., New York, NY 10029","Term Disqualification","06/26/2018"
"Garfield Food Market & Deli","95 Frederick St., Garfield, NJ 07026","Term Disqualification","06/27/2018"
"Goree African Market","1920 Brice Road, Reynoldsburg, OH 43068","Denial","06/06/2018"
"Greatland Grocery & Supply LLC","314 E. International Airport Road, Anchorage, AK 99518","Denial","06/21/2018"
"Gurkin’s #4","14430 Highway 57, Moscow, TN 38057","Term Disqualification","06/07/2018"
"Highland Variety","146 Pine St., Lowell, MA 01851","Denial","06/07/2018"
"Hopkins Citgo","2001 Orleans St., Baltimore, MD 21231","Withdrawal","06/07/2018"
"J&L Deli Food Corp.","1131 Havemeyer Ave., Bronx, NY 10462","Term Disqualification","06/27/2018"
"J2","1131 E. Broadway Ave., Enid, OK 73701","Civil Money Penalty","06/26/2018"
"JM Medina Foodmart","513 E. Jersey St., Elizabethport, NJ 07206","Term Disqualification","06/07/2018"
"Jaybirds Energy Inc.","12800 Euclid Ave., Cleveland, OH 44112","Denial","06/19/2018"
"Jewels Market #2","10429 Smithville Highway, Mcminnville, TN 37110","Withdrawal","06/25/2018"
"Kp Oil Mart Inc.","4444  W. Fullerton Ave., Chicago, IL 60639","Withdrawal","06/25/2018"
"Lake Worth Citgo","632 N. Dixie Highway, Lake Worth, FL 33460","Denial","06/18/2018"
"M&R Store","718 Shawmut Ave., Roxbury, MA 02119","Term Disqualification","06/29/2018"
"Marathon Prepaid & More","114-A Quail St., Albany, NY 12206","Denial","06/22/2018"
"Mil-mart LLC","1531 Park Ave., Lynchburg, VA 24501","Denial","06/01/2018"
"Mokkamodina LLC","217 S. 45th St., Philadelphia, PA 19104","Term Disqualification","06/29/2018"
"Neptali Peguero LLC","13164 N. Florida Ave., Tampa, FL 33612","Denial","06/06/2018"
"Ocean Breeze Café Realestate LLC","1321 E. North Ave., Baltimore, MD 21213","Denial","06/28/2018"
"One Stop Pantry","3927 W. Villard Ave., Milwaukee, WI 53209","Term Disqualification","06/01/2018"
"Ontario St Food Express","2626 N. Watkins St., Memphis, TN 38127","Denial","06/05/2018"
"Quick Pick","980 Alabama 134, Pinckard, AL 36371","Withdrawal","06/13/2018"
"Royal Food Mart #38","2344 Highway 123, Toccoa, GA 30577","Denial","06/27/2018"
"Shell Food Mart","175 Tallassee Road, Athens, GA 30606","Withdrawal","06/14/2018"
"Shell Food Mart","5181 S. Cobb Drive SE, Smyrna, GA 30080","Withdrawal","06/18/2018"
"Speedy 3","1542 Houston Lake Road, Perry, GA 31069","Withdrawal","06/11/2018"
"Sun Rise Grill","205 N. Oak Ave.,     Suite B, Owatonna, MN 55060","Denial","06/25/2018"
"Texas Liquor","1039 Harbison Ave., National City, CA 91950","Withdrawal","06/11/2018"
"Veer A&D Foodmart LLC","2003 S. Post Road, Shelby, NC 28152","Term Disqualification","06/25/2018"
"Hong Long Ginseng LLC","28-A Billings Road, Quincy, MA 02171","Term Disqualification","06/11/2018"
"JRZ Brothers Inc.","201 E. Allegheny Ave., Philadelphia, PA 19134","Withdrawal","06/13/2018"
"Judes Investment Inc.","33265 Schoolcraft Road, Livonia, MI 48150","Withdrawal","06/08/2018"
"Kent City Mobil","345 S. Main St., Kent City, MI 49330","Term Disqualification","06/13/2018"
"La Mexicana Food Mart","5407 Houston Road, Macon, GA 31216","Term Disqualification","06/11/2018"
"Lil Brown Jug","957 Clovis Ave., Clovis, CA 93612","Withdrawal","06/22/2018"
"Lincoln Drugs Y&Y Inc.","25901 Coolidge Highway, Oak Park, MI 48237","Denial","06/26/2018"
"Manchester Tobacco Outlet","1116 McArthur St., Manchester, TN 37355","Withdrawal","06/15/2018"
"Mickey’s Liquor","4904 Huntington Drive S, Los Angeles, CA 90032","Withdrawal","06/15/2018"
"Mitchell Market","178 W. Mitchell Road, Memphis, TN 38109","Withdrawal","06/13/2018"
"Mobil Mart","47910 Woodward Ave., Pontiac, MI 48342","Denial","06/01/2018"
"Neighborhood News","1901 NW Expressway ,     Suite 2050, Oklahoma City, OK 73118","Denial","06/11/2018"
"New Boyd’s Fish Market LLC","87-1784 Farrington Highway B4, Waianae, HI 96792","Denial","06/28/2018"
"Oteri’s Pastry Co","4919 N. Fifth St., Philadelphia, PA 19120","Withdrawal","06/13/2018"
"Pratt Food Market","2035 W. Pratt St., Baltimore, MD 21223","","06/06/2018"
"Ravenstown Grocery Store LLC #1","1613 W. North Ave., Baltimore, MD 21217","Denial","06/06/2018"
"Richmond Hill Market","101 Richmond Hill Ave., Stamford, CT 06902","Term Disqualification","06/11/2018"
"Shrestha Corp. dba Citgo Gas Station","325 N. Cass Ave., Pontiac, MI 48342","Withdrawal","06/14/2018"
"Shyam Food Inc.","11 Maddox Circle, East Ellijay, GA 30540","Withdrawal","06/05/2018"
"Sr. Perry Mart #1","601 Fir St., Perry, OK 73077","Withdrawal","06/04/2018"
"SS Food Mart","1151 N. McArthur Blvd., Springfield, IL 62702","Term Disqualification","06/13/2018"
"Stop & Sav","21982 Jeb Stuart Highway, Damascus, VA 24236","Withdrawal","06/12/2018"
"Sugga Shop","4504 Charles Page Blvd., Tulsa, OK 74127","Denial","06/15/2018"
"Terri Inc.","42640 Hayes Road, Clinton Township, MI 48038","Withdrawal","06/22/2018"
"Toby’s Pit Stop","1152 N. York St., Muskogee, OK 74403","Withdrawal","06/08/2018"
"Winners Food Store","12112 N. 56th St., Temple Terrace, FL 33617","Civil Money Penalty","06/11/2018"
"Bangladeshi Grocery Plus","5938 Buford Highway NE,     Suite 107, Atlanta, GA 30340","Permanent Disqualification","06/05/2018"
"Hero City Inc.","98 Clinton Ave.,   Newark, NJ 07114","Permanent Disqualification","06/19/2018"
"Hong Cheng Inc.","122 Avenue S, Brooklyn, NY 11223","Permanent Disqualification","06/12/2018"
"I Crab New Orleans Seafood Market","7312 Highway 85, Riverdale, GA 30274","Withdrawal","06/18/2018"
"Iris Grocery","2380 Duncan St., Philadelphia, PA 19124","Permanent Disqualification","06/26/2018"
"J&B Convenience & Deli","2418 S. Jupiter Road, Garland, TX 75041","Term Disqualification","06/11/2018"
"J&K Seafood Shack","11055 Seminole Blvd., Largo, FL 33778","Withdrawal","06/25/2018"
"Jay Meldi LLC","2667 Old Highway 411, Chatsworth, GA 30705","Denial","06/11/2018"
"Jennifer Grocery","206 1/2  Mather St., Hartford, CT 06112","Permanent Disqualification","06/11/2018"
"King Fish & Deli","11336 Bartlett Ave.,     Suite 1, Adelanto, CA 92301","Withdrawal","06/15/2018"
"Kulmiye Mini Market Inc.","309 Central Ave. N, Faribault, MN 55021","Civil Money Penalty","06/25/2018"
"Kwike Mart","3300 Washington Blvd.,  Halethorpe, MD 21227","Withdrawal","06/13/2018"
"Los Altenos Market","1602 Main St.,  Escalon, CA 95320","Term Disqualification","06/26/2018"
"Lotto &  Food Mart","1120 Talbotton Road ,     Suite A, Columbus, GA 31904","Denial","06/04/2018"
"Lucky 7 Discount Store","4511 Rhea Road, Wichita Falls, TX 76308","Permanent Disqualification","06/28/2018"
"Lucky 7 Food Mart","5925 S. Flores St., San Antonio, TX 78214","Permanent Disqualification","06/26/2018"
"M&J Grocery Deli LLC","448 N. Second St., Allentown, PA 18102","Permanent Disqualification","06/11/2018"
"Massey’s Lakewood Beverage Phongtran LLC","2805 Lake St., Kalamazoo, MI 49048","Term Disqualification","06/21/2018"
"MD Convenience Store","3101 E. Monument St., Baltimore, MD 21205","Term Disqualification","06/11/2018"
"Mercado De Alegria","3523 N. Pecos Road ,     Suite #130, 140, 150, North Las Vegas, NV 89030","Permanent Disqualification","06/01/2018"
"Mero Store Inc.","8301 S. Stony Island Ave., Chicago, IL 60617","Denial","06/19/2018"
"Mikes Central Food Inc.","59 Central Ave., East Orange, NJ 07018","Term Disqualification","06/20/2018"
"Mini Mart","324 S. Congress St., Winnsboro, SC 29180","Denial","06/11/2018"
"Mitchells Package Liquor","4674 Dr. Martin Luther King Drive, Saint Louis, MO 63113","Withdrawal","06/25/2018"
"MLK Gas Station","1515 W. Martin Luther King Jr. Blvd., Los Angeles, CA 90062","Denial","06/11/2018"
"Moe’s Deli & Grocery","2500 Palisade Ave., Weehawken, NJ 07086","Term Disqualification","06/27/2018"
"Myanmar Grocery Store","1933 S. Seventh St., Philadelphia, PA 19148","Term Disqualification","06/20/2018"
"Narobi Ethiopian Market","2518 Central Ave. NE, Minneapolis, MN 55418","Permanent Disqualification","06/20/2018"
"New Fat Mom’s","2600 E. Ann St., Philadelphia, PA 19134","Term Disqualification","06/12/2018"
"O’Grand Market","11191 Grand River Ave., Detroit, MI 48204","Withdrawal","06/11/2018"
"Old Hickory Express","588 Old Hickory Blvd., Jackson, TN 38305","Withdrawal","06/28/2018"
"One Stop Shop","1401 S. Military Trail, West Palm Beach, FL 33415","Term Disqualification","06/04/2018"
"Pancho's Bakery","1759 E. Florence Ave., Los Angeles, CA 90001","Denial","06/25/2018"
"Paradise Deli & Grocery LLC","1533 SW 12th Ave., Portland, OR 97201","Permanent Disqualification","06/19/2018"
"Party-Party","5315 B I-55 N, Jackson, MS 39206","Withdrawal","06/15/2018"
"Peguero Grand Grocery Corp.","2241 Grand Ave., Bronx, NY 10453","Permanent Disqualification","06/07/2018"
"Peter’s Seafood & Crab House","4312 Augusta Road, Savannah, GA 31408","Withdrawal","06/12/2018"
"Philly’s Finest Hoagies","2618 Rhawn St., Philadelphia, PA 19152","Permanent Disqualification","06/27/2018"
"Providence Deli & Grill Mart","103 Elmwood Ave., Providence, RI 02907","Permanent Disqualification","06/12/2018"
"Quick Stop 2 Deli Inc.","4110 Lancaster Ave., Philadelphia, PA 19104","Denial","06/14/2018"
"Quick Stop Inc. Of Kissimmee","6136 Grand Blvd., New Port Richey, FL 34652","Withdrawal","06/11/2018"
"Quinones Grocery","434 E. 31st St., Paterson, NJ 07504","Permanent Disqualification","06/11/2018"
"Raceway","17021 NW 27th Ave., Miami Gardens, FL 33056","Denial","06/05/2018"
"Radi Mart","4303 Old Spanish Trail, Houston, TX 77021","Permanent Disqualification","06/15/2018"
"RNE Deli Inc.","478 Lakeview Ave., Rockville Centre, NY 11570","Permanent Disqualification","06/12/2018"
"SP Foodmart #1","12844 Pioneer Blvd., Norwalk, CA 90650","Permanent Disqualification","06/04/2018"
"Safi Grocery","446 Jay St., Rochester, NY 14611","Civil Money Penalty","06/27/2018"
"Sam’s Mini Mart Of NC Inc.","1419 N. Queen St., Kinston, NC 28501","Term Disqualification","06/11/2018"
"Smiley's Market","308 Madison Ave., Madison, IL 62060","Civil Money Penalty","06/06/2018"
"Square News","57 Sip Ave.,     Suite A, Jersey City, NJ 07306","Permanent Disqualification","06/14/2018"
"Steves Market","192 W. South St., Akron, OH 44311","Permanent Disqualification","06/11/2018"
"Steward Family Enterprises LLC","8410 Cedar Ave., Cleveland, OH 44103","Denial","06/04/2018"
"Stop & Shop","7435 SE US Highway 301, Hawthorne, FL 32640","Term Disqualification","06/20/2018"
"Super Food Mart III","403 S. Jefferson St., Dublin, GA 31021","Permanent Disqualification","06/20/2018"
"T-Boys Boudin & Cracklins","1500 W. Laurel Ave., Eunice, LA 70535","Term Disqualification","06/28/2018"
"The Store","17212 Main St., Curtis, MI 49820","Withdrawal","06/28/2018"
"Tienda Mexicana El Compa Cheque","1032 N. Pacific Highway, Woodburn, OR 97071","Civil Money Penalty","06/27/2018"
